Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15571357270364,meta_title,en,,,Complete Dice Set D3-D100 Black,Complete Dice Set D3-D100 Black
PRODUCT,15571357270364,meta_description,en,,,"Komplett svart tärningsset från D3 till D100 – snyggt, hållbart och perfekt för rollspel och brädspel med många tärningsbehov.","Full black dice set from D3 to D100 – sleek, durable, and perfect for RPG and tabletop adventures."
PRODUCT,15554545942876,title,en,,,Hidden Reality - Författarens egna öde,Hidden Reality - Författarens egna öde
PRODUCT,15554545942876,body_html,en,,,"<p><em>👉 Bra att veta: Denna mordgåta är omgjord från grunden jämfört med tidigare utgåva 2023. Det är fortfarande samma motiv och mördare, men all annan utredning är helt ny. </em></p>
<p>En framgångsrik författare. Ett mystiskt dödsfall. Under en bokmässa sker det otänkbara – Sveriges mest berömda deckarförfattare mördas samma dag hon har boksläpp för en ny deckare. Kan man stoppa denna litterära lönnmördare innan nästa kapitel skrivs i blod? Fiktionen blir till en skrämmande verklighet i denna spännande mordgåta.</p>","<p><em>👉 Bra att veta: Denna mordgåta är omgjord från grunden jämfört med tidigare utgåva 2023. Det är fortfarande samma motiv och mördare, men all annan utredning är helt ny. </em></p>
<p>En framgångsrik författare. Ett mystiskt dödsfall. Under en bokmässa sker det otänkbara – Sveriges mest berömda deckarförfattare mördas samma dag hon har boksläpp för en ny deckare. Kan man stoppa denna litterära lönnmördare innan nästa kapitel skrivs i blod? Fiktionen blir till en skrämmande verklighet i denna spännande mordgåta.</p>"
PRODUCT,15554545942876,meta_title,en,,,Hidden Reality - Författarens egna öde,Hidden Reality - Författarens egna öde
PRODUCT,15554545942876,metafield.custom.description_short,en,,,En av Hidden Realitys omtalade mordgåtor kommer tillbaka.,En av Hidden Realitys omtalade mordgåtor kommer tillbaka. Författarens egna öde lanseras på nytt den 31 mars!
PRODUCT,15554546073948,title,en,,,Rising Cultures,Rising Cultures
PRODUCT,15554546073948,body_html,en,,,"<p>Rising Cultures är ett strategiskt kortspel för två spelare där varje drag formar din civilisations framtid. Du leder en av fyra kulturer – Egypten, Persien, Rom eller Abbasidkalifatet – och balanserar smart kortspel med taktiska beslut för att nå ära och dominans.</p>
<p>Varje kort har flera användningsområden, vilket gör varje val avgörande: satsar du på resurser, militär styrka, mäktiga byggnader eller inflytelserika ledare? Med ett jämnt tempo och lagom djup passar det både nybörjare och vana spelare som vill ha ett engagerande duellspel.</p>
<ul>
<li>För 2 spelare</li>
<li>Speltid: ca 45 minuter</li>
<li>Rekommenderad ålder: 12+</li>
<li>Multi-use kortmekanik med taktiska val</li>
<li>Fyra unika civilisationer med egna förmågor</li>
</ul>","<p>Rising Cultures is a strategic card game for two players where every decision shapes the future of your civilization. Take control of Egypt, Persia, Rome, or the Abbasid Caliphate and guide your culture to glory through clever card play and tactical planning.</p>
<p>Each card offers multiple uses, forcing you to make meaningful choices every turn—will you focus on resources, military power, important buildings, or powerful leaders? With its approachable depth and engaging gameplay, it’s perfect for both newcomers and experienced players looking for a tight two-player duel.</p>
<ul>
<li>For 2 players</li>
<li>Playtime: approx. 45 minutes</li>
<li>Recommended age: 12+</li>
<li>Multi-use card system with strategic decisions</li>
<li>Four unique civilizations with distinct abilities</li>
</ul>"
PRODUCT,15554546073948,meta_title,en,,,Rising Cultures,Rising Cultures
PRODUCT,15554546073948,meta_description,en,,,"Led din civilisation i Rising Cultures – ett taktiskt kortspel för 2 spelare med smarta val, unika kulturer och strategiskt djup.","Lead your civilization in Rising Cultures – a strategic 2-player card game with clever choices, unique factions, and engaging gameplay."
PRODUCT,15554546270556,title,en,,,Time Bomb,Time Bomb
PRODUCT,15554546270556,body_html,en,,,"<p>Time Bomb är ett snabbt och spännande bluffspel där du måste lista ut vem du kan lita på – innan det är för sent. I detta sociala kortspel delas spelarna in i hemliga roller som agenter eller terrorister, och varje val kan avgöra om bomben desarmeras… eller exploderar.</p>
<p>Spelet spelas i intensiva rundor där ni klipper kablar och försöker läsa varandra. Är personen bredvid dig verkligen på din sida? Med enkla regler och högt tempo passar Time Bomb perfekt för både nybörjare och större spelgrupper som vill ha dramatik, skratt och misstänksamhet runt bordet.</p>
<ul>
<li>För 4–8 spelare</li>
<li>Speltid: 1–30 minuter</li>
<li>Rekommenderad ålder: 10+</li>
<li>Dolda roller och lagbaserat spel</li>
<li>Snabbt, socialt och lätt att lära sig</li>
</ul>","<p>Time Bomb is a fast-paced bluffing card game where trust is everything—and one wrong move can mean disaster. Players take on secret roles as Agents or Terrorists, working together (or against each other) to either defuse the bomb or make it explode.</p>
<p>Played over a series of quick rounds, you’ll cut wires, trigger actions, and try to read the table. Who’s telling the truth, and who’s sabotaging the mission? With simple rules and high-energy gameplay, Time Bomb is perfect for parties and groups looking for tension, laughter, and quick fun.</p>
<ul>
<li>For 4–8 players</li>
<li>Playtime: 1–30 minutes</li>
<li>Recommended age: 10+</li>
<li>Hidden roles and team-based gameplay</li>
<li>Fast, social, and easy to learn</li>
</ul>"
PRODUCT,15554546270556,meta_title,en,,,Time Bomb,Time Bomb
PRODUCT,15554546270556,meta_description,en,,,Time Bomb är ett snabbt bluffspel med dolda roller. Lista ut vem du kan lita på och desarmera bomben innan tiden tar slut!,"Time Bomb is a fast bluffing game with hidden roles. Trust wisely, cut the right wire, and stop the bomb in time!"
PRODUCT,15554546401628,title,en,,,Deltagarbiljett - Yugioh Nationals 13-14 Juni,Participant ticket - Yugioh Nationals June 13-14
PRODUCT,15554546401628,meta_title,en,,,Deltagarbiljett - Yugioh Nationals 13-14 Juni,Participant ticket - Yugioh Nationals June 13-14
PRODUCT,15554546467164,title,en,,,Clans of Caledonia,Clans of Caledonia
PRODUCT,15554546467164,body_html,en,,,"<p>Clans of Caledonia är ett strategiskt och innehållsrikt ekonomispel som tar dig till 1800-talets Skottland, en tid då landet gick från jordbrukssamhälle till industrialisering med handel och export i centrum. Här leder spelarna historiska klaner med unika förmågor och tävlar om att bygga upp sin produktion, handla smart och exportera eftertraktade varor. Jordbruk, boskap, handel och whiskyproduktion vävs samman i ett spel där varje beslut påverkar hur framgångsrik din klan blir. Den skotska miljön och den historiska utvecklingen ger spelet en tydlig känsla, samtidigt som variationen hålls hög genom nio olika klaner, modulär spelplan med 16 möjliga uppställningar, nio portbonusar och nio omgångsbrickor för poängräkning. Det gör att varje spelomgång får sin egen karaktär och bjuder på nya taktiska utmaningar.</p>","<p>Clans of Caledonia is a rich mid-to-heavy economic board game set in 19th-century Scotland, during a period when the country was shifting from agriculture to industry with trade and export playing a central role. Players take control of historic clans, each with its own unique ability, and compete to build efficient production, trade wisely and export valuable goods. Farming, livestock, commerce and whisky production are all woven naturally into the gameplay, creating a strategic experience where every choice matters. The historical Scottish setting gives the game a strong sense of place, while the variety in the box keeps each session fresh with nine different clans, a modular board with 16 possible setups, nine port bonuses and nine round scoring tiles. The result is a game with depth, character and excellent replay value.</p>"
PRODUCT,15554546467164,meta_title,en,,,Clans of Caledonia,Clans of Caledonia
PRODUCT,15554546467164,meta_description,en,,,"Köp Clans of Caledonia, ett strategiskt ekonomispel i 1800-talets Skottland. Led en unik klan, producera varor, handla och exportera whisky i ett varierat spel med modulär spelplan och hög omspelbarhet.","Buy Clans of Caledonia, a strategic economic board game set in 19th-century Scotland. Lead a unique clan, produce goods, trade and export whisky in a replayable game with a modular board and deep strategy."
PRODUCT,15554546467164,metafield.custom.description_short,en,,,"Clans of Caledonia är ett medeltungt till tungt ekonomispel där spelarna leder skotska klaner under 1800-talet. Genom produktion, handel och export av jordbruksvaror och whisky gäller det att använda sin klans styrkor på bästa sätt. Stor variation i innehållet gör att spelet känns nytt från gång till gång.","Clans of Caledonia is a mid-to-heavy economic game where players lead Scottish clans in the 19th century. Produce goods, trade effectively and export whisky while making the most of each clan’s unique strengths. A wide range of setup options gives every game a different feel."
PRODUCT,15554546532700,title,en,,,Magic The Gathering: Teenage Mutant Ninja Turtles Pizza Bundle,Magic The Gathering: Teenage Mutant Ninja Turtles Pizza Bundle
PRODUCT,15554546532700,body_html,en,,,"<p>Magic The Gathering: Teenage Mutant Ninja Turtles Pizza Bundle är ett unikt samlarpaket som kombinerar den strategiska världen från Magic: The Gathering med den ikoniska energin från Teenage Mutant Ninja Turtles. Perfekt för både samlare och spelare som vill ta sin kortlek till nästa nivå med ett nostalgiskt och exklusivt crossover-tema.</p>
<p>Denna specialutgåva hyllar Leonardo, Donatello, Raphael och Michelangelo med unika illustrationer inspirerade av deras klassiska stil och pizzakärlek. Kortens design och tematik gör detta bundle till ett eftertraktat tillskott för fans av både Magic och TMNT.</p>
<p>Pizza Bundle innehåller exklusiva kort med alternativ artwork och samlarvärde som inte finns i standardutgåvor. Kombinationen av humor, action och ikonisk retroestetik gör produkten perfekt som present eller centerpiece i en samling.</p>
<p>Oavsett om du bygger en ny Commander-lek, uppgraderar din samling eller letar efter en unik crossover-produkt är detta bundle ett måste för alla fans av Magic: The Gathering och Teenage Mutant Ninja Turtles.</p>
<p>Därför ska du välja Pizza Bundle:</p>
<p>Exklusiva TMNT-illustrationer 🎨<br>Perfekt för samlare och spelare<br>Limited edition crossover-produkt<br>Inspirerad av den klassiska pizzatematiken 🍕<br>Unik present till Magic- och TMNT-fans<br>Ett samlarpaket som kombinerar strategi, nostalgi och popkultur i ett och samma set.</p>","<p>Magic The Gathering: Teenage Mutant Ninja Turtles Pizza Bundle is a unique collector’s set that blends the strategic fantasy world of Magic: The Gathering with the iconic energy of the Teenage Mutant Ninja Turtles. It’s the perfect addition for collectors and players looking to enhance their deck with a nostalgic and exclusive crossover theme.</p>
<p>This special edition celebrates Leonardo, Donatello, Raphael, and Michelangelo through distinctive artwork inspired by their classic style and legendary love of pizza. The creative card designs and themed presentation make this bundle a standout collectible for fans of both Magic and TMNT.</p>
<p>The Pizza Bundle includes exclusive alternate-art cards with strong collector appeal that are not available in standard releases. With its mix of humor, action, and retro flair, this bundle is ideal as a gift or centerpiece item in any Magic collection.</p>
<p>Whether you’re building a Commander deck, upgrading your collection, or searching for a memorable crossover release, this bundle delivers a fun and collectible Magic experience.</p>
<p>Why choose the Pizza Bundle:</p>
<p>Exclusive TMNT artwork 🎨<br>Perfect for collectors and players<br>Limited crossover edition<br>Inspired by the classic pizza theme 🍕<br>Great gift for Magic and TMNT fans<br>A collectible set that combines strategy, nostalgia, and pop-culture charm in one package.</p>"
